name,measurement_unit,weight_per_unit,protein_per_100g,calories_per_100g,fat_per_100g,carbohydrates_per_100g,alcohol_percentage
lactosevrije halfvolle melk,g,,3.7,48,1.5,4.8,0
romige tomaten creme soep,g,,1.2,67,4,6,0
protein oatmeal cookies & cream,g,,31.2,362.5,12,30.7,0
whey protein cappuccino,g,,74.3,382.9,6.3,10,0
roze koeken xxl,g,,4,438.2,20,60,0
appel bio diksap,g,,1,298,0,72,0
kipfilet gegaard,g,,17,121,5.4,0.5,0
groene kikkererwten,g,,4.5,132,2.2,19.5,0
iogurte líquido stracciatella,g,,2.3,78.8,2.2,12.5,0
pastrami ny,g,,21,139,4.3,3.6,0
flatbread spinazie bloemkool,g,,4.6,144,6.7,14.4,0
panpan komijnkaas 20+,g,,34.4,266,13.6,0,0
gerookte makreel flakes,g,,20,350,30,0,0
high protein roti roll,g,,12.2,178.2,5.8,18.5,0
poesta nootjes,g,,13.4,528.0,32.9,42.3,0
american triple choco cookie,g,,6.5,437,22,52,0
variatie koekjes,g,,7.2,525,27.1,62.5,0
echte slagroom,g,,2.2,303,27.8,10.9,0
zachte bruine tarwebroodjes,g,,10.6,233,1.8,41.1,0
gerookt ontbijtspek drooggezouten,g,,18.4,350,30.4,0.7,0
gerookte zalm snippers,g,,20,207,14,0.3,0
shoarma reepjes pittig,g,,18.7,169,9.9,0.8,0
zaanlander,g,,29,305,21,0,0
roasted peanuts,g,,24,591,46,18,0
sate schnitzel,g,,12.1,306,21.7,15.2,0
luxe ontbijtkoek gember,g,,2.2,283,2.1,62,0
serranoham reserva,g,,30.1,222,11.2,0.2,0
kop saté salade,g,,9.1,278,19,17,0
danish honey,g,,0,340,0,83,0
maaltijdsalade geitenkaas,g,,4.9,137,6.2,14.1,0
salade blauwekaas perr,g,,3.5,130,9.4,6.8,0
vers geperst sap sinaasappel aardbei,g,,0.6,43,0.1,9.7,0
ice cream dessert coffee & whipped cream,g,,3.7,207,9.8,26,0
zilvervliesrijst biologisch,g,,6.7,359,2.1,77,0
epos,g,,0,24,0,5.1,0
burgers,g,,18.5,276,21,3.1,0
handdoeken chips black pepper & salt,g,,6.5,491,24.4,59.3,0
kip filet blokjes,g,,23.9,108,1.4,0,0
smoked sausage,g,,14,369,34,1,0
frankfurters knalworst,g,,12.5,252,22,1,0
proteïne chocolade,g,,30,506,32,27,0
kip cordon bleu jumbo,g,,10.9,218,13.4,12.5,0
kipfilet cajun,g,,20.5,128,4,1.6,0
werk griekse yoghurt,g,,4.1,141,10,8.3,0
kipfilet duitsland,g,,18,87,1.4,0.6,0
linzenwafel,g,,27,351,2.9,51,0
geogr afische aanduid iding stuk nutri-score abc m,g,,26,414,34,0,0
hot rice crackers,g,,0.8,564,36.4,55.3,0
trifle aardbei,g,,2.2,170,9,20,0
tomaat mozzarella basilicum tortelloni,g,,11,278,8.7,38,0
planaardige chipolata worstjes,g,,12,165,8.1,9.1,0
humus pikant,g,,6.1,289,24.1,10.8,0
chocolade browney roomijs,g,,3.9,285,18,26,0
gerookte sockeye zalm,g,,23,114,2.2,0.4,0
cheez dippers whole-grain,g,,14,219,7,24,0
oosterse mix melange oriental rijstcracker mix,g,,8.3,439,15.3,66,0
gemarineerde kip,g,,23.3,141,5.2,0.3,0
vega rulstukjes xl,g,,18,155,7.2,3.8,0
eiwit ijskoffie espresso martini,g,,70,361,3.9,8.1,0
baar royclett vegetarisch maaslanden vol van smaak,g,,23.2,393,33.3,0,0
pita broodje,g,,8.4,245,1,49,0
rosbief gegrild,g,,23,119,2.8,0.4,0
quiche caprese,g,,8.0,155,7.7,12.7,0
ah focaccia pepperoni,g,,9.6,273.0,10.4,33.0,0
bio kipfilet gerookt,g,,21.1,109,1.6,2.5,0
pineapple flavored drink with nata de coco,g,,0,37,0,9,0
dipping sauce oriental curry,g,,1.5,556,57,8.3,0
gyros reepjes,g,,16,130,6.2,2.2,0
protein gummies,g,,20,310,0.5,53,0
pizza crocantina,g,,10.6,410,9.3,68.3,0
krenten rozijnenbollen,g,,7.5,272,2.2,54.1,0
clearly not coffee,g,,17.8,415.7,12.2,46.6,0
"plantaardig rulgehakt, mexicaans",g,,20,113,0.8,9.5,0
choceur chocolate,g,,8,544,32,55,0
gel framboos smaak,g,,0,240,0,60,0
groei koffie,g,,76.7,376.7,5,8.7,0
wild fond,g,,1.6,15,0.3,1.5,0
parma ham,g,,28.2,246.9,14.1,0,0
"aardbei, appel, banaan",ml,,0.5,45,0,10.3,0
mini cheese cakes,g,,3.8,312,18.4,32.6,0
witte chocolade hazelnootgebakjes,g,,3.6,380,24.7,35.6,0
zaanlander extra belegen kaas,g,,26,410,34,0,0
brown sugar boba ice bar,g,,0.3,190.7,6.7,32,0
plantaardige yo3ghurt griekse stijl,g,,4,123,10,3.8,0
garnalen (16/20),g,,20,96,1.6,0,0
body & fit banana whey,g,,78,365,3.4,5.7,0
rode kool biologisch,g,,2,27,0,3,0
okonomiyaki flour,g,,9.4,346,1.4,75.6,0
plantaardig rul gehakt,g,,20,106,0.5,3,0
"laks, røkt",g,,21,204,13,0.7,0
mayonaise low sodium,g,,1.8,745,79.3,3.1,0
fruitsleutels,g,,0,345,0.7,86,0
whey protein banana flavour,g,,74.1,373,5.5,6.5,0
gekruide oester (varken),g,,19,110,2.4,3.1,0
verse worst,g,,14.9,302,26.8,0.4,0
korenlander spelt donker vloer,g,,10.4,284,5.9,44.1,0
goudse extra belegen 48+ kaas,g,,26,413,33.8,0,0
spiced chai thee,ml,,0,0,0,0,0
goude kaas 30+,g,,31,304,20,0,0
"kyllingfilet, skivet, naturell",g,,23,114,2.1,0.5,0
fit yoghurt,g,,10,89,1.6,7.9,0
party mix fiesta,g,,20,499,27,42,0
af crispix gepofte meergranen wafels 100% plantaar,g,,6.5,370,3.5,75,0
light coconut milk,g,,0.9,133,13,2.7,0
cashew butter,g,,18,582,44,27,0
komijn 48+ extra belegen,g,,26,410,34,0,0
finder riblap,g,,23.7,116,2.3,0,0
mini appeltaartjes,g,,3,288,12.3,40.1,0
white peach,g,,0,10,0,2.2,0
sweet popcorn,g,,5.1,426,9.4,75.3,0
soja yoghurt ongezoet,ml,,3.6,37,1.3,2.3,0
tapas toast rozemarijn zeezout,g,,11,412,7.6,74,0
natural fillets,g,,17.3,85,1.7,0,0
kipfilet (beleg),g,,17,121,5.4,0.5,0
soft chocolate toffees,g,,4.2,464,20.7,65.6,0
bio tortellini ricotta & spinazie,g,,8.5,266,5.2,44,0
hähnchen-spieße mit chili-sojasauce,g,,26.8,149,3.8,2,0
high protein strawberry kefir,g,,6,52,1.3,4.1,0
ovengebaklen spek,g,,20.5,306,22.6,5.1,0
tortilla chips chili,g,,6.6,472,20,64,0
lamsboutplak,g,,19.3,174,10.8,0,0
bami goreng met saté ajam,g,,7.8,179,7.8,18.7,0
runderreepjes rundvlees,g,,21.2,103,2,0,0
mascarpone & gorgonzola,g,,12,394,38,0,0
goat cheese spread naturel,g,,16,263,22,0.3,0
cornsticks,g,,12,229.2,11,20,0
maatjesharingfilet met uitjes,g,,15.4,162,11,0,0
opschuim melk,g,,3.4,66,3.8,4.5,0
kaas van de boederij 50+ extra belegen,g,,26,437,37,0,0
ice coffee slim vanilla,g,,2.6,35,0.8,3.8,0
rozijnen stercake,g,,5.2,414,20,55,0
linguine gamba jumbo,g,,5.8,125,3.9,16,0
kip-samba salade,g,,5.8,391,34.4,13.3,0
gouda kaas 30+,g,,30.1,280,17.7,0,0
flaviano hazelnoot-cacoacreme,g,,9.9,553,34,50,0
mexican chicken fit meals,g,,11.3,112.9,4.2,6.5,0
kipschnitzel xxl lidl,g,,14,242,13,17,0
meergranen tortilla,g,,9.8,301,5.3,51,0
jan rond pizza deeg,g,,6.9,290,6.1,47,0
snelle erwtensoep,g,,5.4,76,2.8,6.1,0
turron crocante,g,,7.2,529,29,58,0
ee reese's peanut butter cups milk chocolate & pea,g,,11,533,29,58,0
almonds,g,,22,621,56,7,0
tonijn met groenten in dressing,g,,12,90,2.1,5.5,0
vegan perfection vanilla - special series,g,,75.9,410.3,6.9,8.6,0
protein bar raspberry ripple flavour,g,,30.9,385.5,12.5,32.7,0
romige asperge soep,g,,0.9,38.7,2,4.1,0
vrije uitloopei-bieslook salade,g,,8.8,275,25.1,3.5,0
oven gebakken ham,g,,20.5,152,6.2,3.5,0
scharrelkipkrokant schnitzel,g,,9.5,278,16.5,22.4,0
nacho chips jalapeno,g,,6.1,505,24,68,0
original chicken momos,g,,8.4,205.3,9.6,21.4,0
aspergesoep met kruiden,ml,,0.9,47,3.1,3.8,0
sandes mista,g,,12.9,283,11,33.1,0
kipdij gyros,g,,18.5,186.4,12.6,1.6,0
gekookte aardappels,g,,1.8,79,0,16.8,0
fijngesneden prij,g,,1.5,28,0.2,3.5,0
penne arabiata,g,,3.8,123,3,19.6,0
glutenvrije ravioli ricotta spinazie,g,,7.2,219,4.9,35.2,0
saturday schnitzel,g,,12.8,231,12.5,16.3,0
varkenbraadworst,g,,16.1,272,22.8,0.5,0
hollands drents meergranen,g,,12,261,7.1,39,0
zalm gerookt,g,,19,185,12,0.5,0
wapenaer jong belegen,g,,28.1,308,21.2,0,0
patatje jopie chips value pack,g,,6.4,504,28,55,0
rundstykker,g,,9.4,261,2.3,48,0
neapolitan salami,g,,26,311,23,0,0
biologische rode bieten,g,,1.2,30,0.1,4.6,0
boneless roasted duck,g,,20.7,101,2,0.1,0
winter appel sap,g,,0.2,41.8,0,11,0
kipkrokantschnitzel,g,,9.5,278,16.5,22.4,0
dulce di leche macadamia,g,,7,580,39.1,48.4,0
20 jumbo stuks nutri-score abcde frikan dellen lek,g,,12.8,222,15.3,7.8,0
manchego worst,g,,27,458,38,2,0
fruit biscuit,g,,7,377,6.9,68.9,0
șuncă de moscova,g,,11.3,357,33.3,0.8,0
bacon picnic,g,,21.2,341,28.3,0.3,0
cookie red velvet,g,,5.2,422,16.9,61.9,0
krenten,g,,4.1,327,0.3,74.1,0
worstenbrood,g,,16.1,252,10.6,22.7,0
sambal gledek,g,,1.7,40,0.3,6.7,0
crème spritsen,g,,4.2,560.0,35,57,0
wiener schnitzel,g,,18.8,129,0.7,11.5,0
aardappelpartjes met schil,g,,1.8,79,0,16.8,0
quinoa mix,g,,13,376,6,64,0
sparerib piri piri,g,,17.4,209,11.1,9.7,0
chocolade melk donker,g,,8.6,551,33,54,0
holy smokey part ii,g,,0,20,0,5,0
kipvleugels,g,,18.6,198,13.8,0,0
amandel kransjes,g,,7.5,505,23,65,0
high protein powder banana bread flavour,g,,46.6,394,9.3,26.8,0
verrassingsijstaart stratiatella,g,,3.8,304,17.6,32.1,0
high protein napój mleczny pistacja,ml,,10.6,65,0.2,5.1,0
rose zalm,g,,15,87,3,0.1,0
saus jumbo knoflook gekoeld bewaren (max. 7°c) ten,g,,0.8,416,41,11,0
hele sperziebonen,g,,2.4,36,0.2,5.1,0
rosbief gekruid,g,,24,128,3.4,0.4,0
trader joe's oriental mix licht pittig nutri-score,g,,5.3,473.3,17,73.3,0
fanta citroen zero sugar,g,,0,2.2,0,0.2,0
makaron jaja czny,g,,13,363,2.4,70.9,0
kipbraadworst,g,,16,175,11,3,0
magere braadlap,g,,22.6,109,2,0,0
friethoes,g,,2.6,137,3,22.9,0
tropifrutti,g,,5.2,338,0.1,77.9,0
koffiekoekjes,g,,5.7,487,18.4,73.9,0
kruidnootrotsjes wit,g,,5,524,26.8,65.1,0
chocolade 92% puur,g,,9,636,54,30,0
gerookte slager achterham,g,,22,164,8,1,0
choceur melk chocolade abode melk chocolade,g,,8,544,32,55,0
quark gugelhupf,g,,5.5,407,19,55,0
gekookte worst rund,g,,14,210,16,2,0
american style pancakes banaan,g,,5.6,310,16.9,33.3,0
mama's bami met kipsaté,g,,9,159.5,5.6,17.5,0
bouillonsoep,g,,0.2,12,0.3,1.9,0
salade croutons,g,,12,386,4.9,71,0
proteine kaasreep,g,,33,320,21,0,0
bospaddestoelensoep,ml,,0.7,35,2,3.5,0
pannekoekenstroop,g,,0,288,0,72,0
stooflappen,g,,22.5,101,1.2,0,0
boter / eat plants free of palm,g,,0,540,60,0.4,0
voor echte fhebbers van drop dropmakers zoete drop,g,,2.7,341,0.5,82,0
chinese sweet chilli,g,,4.8,85,1.5,12.3,0
hähnchen paprika,g,,21,132.2,5.3,0,0
rode curry op thaise wijze,g,,6.8,141.7,3.9,19,0
lasagne bladen spinazie,g,,3.2,158,9.5,14.4,0
clear hydrolyzed whey isolate tropical,g,,86.3,346.7,0,3,0
weet perfection salted caramel,g,,75,366.2,3.8,7.2,0
eirkoekkan,g,,6.8,280.1,2.4,56.6,0
augurken stick,g,,0.6,31.1,0.5,5.5,0
groentemacedoine - sous vide,g,,2.5,44,0.5,4.8,0
rundervlees met erwten,g,,14.8,182,12.5,0.8,0
anjeer dry fruits barfi,g,,12.2,435,18.8,54.4,0
vegan eiwit ijskoffie,g,,73.3,400,7.7,11,0
salade griekse stijl,g,,2.9,78,5.8,3.2,0
gerookte yorkham,g,,17,111,3.9,2,0
ζελέ stevia cherry,g,,72,288,0,0,0
giants,g,,0,411.6,4.2,91,0
scharrel eieren m/l,g,,12.3,132,9.1,0.2,0
lanchinho boom morango,g,,3.0,67.5,1.4,9.9,0
edelhert biefstuk,g,,23.0,120,2.4,0,0
fried chciken,g,,17.9,208,6.5,19.3,0
lasagne met kip en marscepone,g,,7.1,141,7.3,11,0
prosciutto al tartufo,g,,30,228,12,0,0
vanilla bliss,g,,4,200,9,26,0
reuze eierkoeken met speculaas,g,,7.3,320,4.9,61,0
varken plus varkenssate- schnitzel 2 stuks nutri-s,g,,9.4,319,22.7,18.8,0
greek salad dressing,g,,0.9,524,56.2,3.7,0
goudse geraspte kaas oud 48+,g,,27,409,32.4,2.4,0
slamelange met rucola,g,,2.1,19,0.3,1.5,0
kalkoen salami,g,,18,312,26,1.8,0
sockeye zalm lidl,g,,80,412,10.8,2,0
chiapudding mango,g,,4,171,9.9,15.4,0
blk1 kipfilet,g,,16.6,101.8,2.8,1.4,0
big flakes kaas,g,,29.4,357,25.5,1.8,0
houthakkers burger,g,,16.9,226,17.1,1,0
goji nut mix,g,,11.6,471,21.4,54.1,0
snack wortel,g,,0.6,33,0.3,5.5,0
bold and beefy bbq sauce,g,,2.1,158,0.5,34.9,0
balkenbrij,g,,6.5,248,17,16,0
dadelstroop 100 %,g,,1,295,0,71,0
vanille kersen cake,g,,4.1,319,17,37,0
mini salade bowl,g,,8.2,150,8.3,9.4,0
chocolade shake,g,,8,61,1.4,4,0
halal hot & spicy chicken strips,g,,19,169,7.1,7,0
extra jam aardbei met vanillesmaak,g,,0.4,226,0.2,54,0
schotel eierkoeken met rozijnen,g,,7.5,295,3,58.3,0
true dates - sour apple,g,,2.3,330,2.4,79,0
beef slices,g,,21,182,11,0.5,0
macaroni carbonara (onbereid),ml,,14,445,21,49,0
3 plakken roombotercake,g,,6.5,397,19.7,48.1,0
taco al pastor,g,,3.1,235,16,20,0
lepines d new ok potato king röstl rondjes ronduit,g,,1.9,180,7.6,25,0
gerapste jong belegen,g,,25.1,381,30.1,2.4,0
italiaanse tagliatelle pomodoro,g,,7.1,105,2.8,12.3,0
antwerpse handjes,g,,7,590,39,52,0
gehaktschotel zigeuner,g,,12.5,285,19,15.6,0
lekkerbek voorgebakken,g,,13,160,7.1,10,0
gehakt strofanoff,g,,5.1,127,5.4,14,0
puur hazelnoot,g,,8.2,574,39.2,42.3,0
mustard with cretan honey,g,,3.7,156,3.8,26.7,0
verse burgers,g,,17.3,162,7.4,5.1,0
protein bar dark chocolate,g,,30,347.5,9.5,40,0
geroosterde pijnboompitten,g,,14,713,68,9.4,0
makreel in water,g,,19.6,195,12.8,0.1,0
glutenvrije tosti ham kaas,g,,9,266,10.6,32.1,0
upfront chocolade - vegan eiwit,g,,78,380,4.8,3.4,0
pesca,g,,0,60,0,14,0
heather disk chocolade walnoot,g,,6.6,452,24.5,47.2,0
jumbo chocolate cake,g,,4.9,423.8,24.8,43.8,0
mozzarella cheese bites,g,,17.2,327.8,20,20,0
gerookte kipreepjes,g,,16.5,107,2.7,4,0
kipfilet plakjes bbq,g,,22.6,109,1.9,0.3,0
keep calm poke bowl zalm,g,,4.5,130,2,22,0
oven snacks,g,,10,240,13,21,0
salmon zonder huid,g,,20,209,14,0,0
white oreo bar,g,,29,419,20,36,0
zalmfilet a la minute,g,,20,155,8.3,0,0
vanilla protein shake,ml,,8.1,61,1.4,4.2,0
filetlappen gemarineerd,g,,20,206,14,0.6,0
zeebanket chocoladebonbons,g,,6.9,568,37.2,49.9,0
mallowtrees,g,,4,336,0,79.9,0
peer karamel vla,g,,2.2,97.5,2.6,16,0
melkbiscuits,g,,10.0,490.2,22.1,60.0,0
whey xs - chocolate milk,g,,68.8,375,4.7,15.6,0
aardappel partjes in schil,g,,1.8,79,0,16.8,0
mini bhakarwadi,g,,7.8,549,34.2,49.9,0
methi kodubale,g,,6,473.3,29.9,46.1,0
scharrel kipkrokant schnitzel,g,,9.5,277.7,16.5,22.4,0
tempeh sweet chili,g,,14,312,23,9.3,0
vanilla loaded plant protein,g,,65.8,394.7,9.9,9.9,0
truffel mayo,ml,,1.7,652,69.5,4.1,0
onigiri kip teppan,g,,7.7,135,1,24,0
risotto kruidenmix,g,,10.5,311,4.2,51.2,0
rookworst gegaatd ah,g,,15,325,29,1,0
runderrookvles,g,,27,211,11,0.5,0
gevuld wit speculoos paasei,g,,7,555,34,55,0
gevuld wit crispy biscuit paasei,g,,6.8,578,39,49,0
gevuld wit pistache praline paasei,g,,8.3,569,37,50,0
halfvolle melk biologisch,ml,,3.4,46,1.5,4.6,0
smoothie mango passievrucht sinaasappel,ml,,0.8,56,0.2,12.3,0
enchilada’s,g,,8.6,317,7.5,52,0
gerookte makreel snippers,g,,20,351,30.1,0,0
48+ kaas,g,,25.4,416,33.2,2.2,0
plantaardige garnalen,g,,0,42,3.6,2.5,0
traditional potato chips tomato and olive flavored,g,,7.2,505,28.5,52.6,0
begals with sesame seeds,g,,10,294,3.9,53,0
pasta di mandorla al mandarino,g,,7.1,392.9,16.1,60.7,0
slagerij kipfilet,g,,20,136,5.3,2.4,0
kaas mild 45+,g,,24,374,30,2,0
varkenshaas met kruidenboter,g,,21.2,125,4.4,0.1,0
kipfiletplakjes italiaanse stijl,g,,22.2,116,1.8,2.5,0
maizins siera,g,,11,301,4.8,52,0
cod filet,g,,18.3,77,0.5,0,0
vegan tomaat & olijf plantaardige delicatesse voor,g,,1.5,323,25.3,24.2,0
pink grapefruit crafted soda,g,,0,20,0,4.4,0
brown swerve,g,,0,23,0,3.7,0
beef burger spicy tomato,g,,16.8,241,18,2.8,0
citroen & tijm braadworst,g,,16.8,224,17.2,0.6,0
landbrood,g,,7,208,0.8,42,0
knoflook & peterselie worst,g,,16.8,224,17.2,0.6,0
2x300 g 6009 döner pizza authentic style pizza wer,g,,10,247,9.3,30,0
slaný karamel,g,,2.7,162,9.8,16,0
gesneden spitskool,g,,3,42,1,4,0
clear whey isolate cherry,g,,74.1,337.0,0.4,5.6,0
granola appel & kaneel,g,,6.8,385,10.5,62.8,0
"maaltijdsalade tomaat, komkommer, ei",g,,1.4,41.8,3.2,1.6,0
rundertapenade,g,,18.4,194,11.6,3.9,0
bio agave syrup caramel,g,,0.5,293,0.5,73,0
bruin tijgerbrood,g,,8.7,221.2,1.4,41.4,0
roasted sesame mayo,g,,1,375,36.1,11.6,0
boerenkool biologisch deelblokjes diepvries,g,,2.7,34,1.3,1,0
tosun pastirma,g,,23.6,139,2.7,5,0
smeerleverworst (mager),g,,11,193,13,8.3,0
tonijn stukken in olijfolie,g,,21,196,12.3,0.2,0
zure lopers met aardbeiensmaak,g,,1.8,340,1,81,0
gerookte spekjes,g,,15,305,27,0.5,0
spaghetti met gehaktballetje maaltijdbox,g,,4.6,109.0,4.4,11.9,0
gepaneerde varkensschnitzel,g,,11.8,290,18.5,18.3,0
scharrel kipburger,g,,10.7,269,17.3,17,0
stamppot zuurkool,g,,1.7,60,0.6,10.6,0
groene harissa,g,,1.6,210,20.1,5.1,0
ananas uit blik,g,,0.5,56,0,13,0
kabeljauwfilet boterzachte,g,,5.7,89.8,4,7.2,0
omelet bacon sandwich,g,,11,255.7,8.8,32,0
mozarella pizza,g,,9.6,206,7.1,25,0
boemboe samoerai boontjes,g,,1.8,356,19.7,41.9,0
crispy bonbons,g,,6.1,562,37.5,51.1,0
blueberry yoghurt pot,g,,6.8,348,8.8,56,0
varkensfricandeau gegrild,g,,22,174,9.2,0.7,0
vbb kip pesto,g,,11,221,4.7,33,0
ricotta spinazie,g,,3.5,107.3,3.5,14.7,0
noors zalmhaasje,g,,23.8,168,8,0.1,0
magere stooflappen,g,,22,108,2,0.5,0
nasi bami groenten diepvries,g,,1.2,27,0.3,3.6,0
pecorino romano dop,g,,26,384,32,0,0
grill burger,g,,17,140,7.3,1.3,0
mini turkse broodjes,g,,8.3,247,1.8,48,0
melkchocolade letter met hazelnoot,g,,7.2,560.9,35.7,51.4,0
cookie dough ijs,g,,3.5,249,11.9,31.8,0
bitter chocolate with cranberry,g,,9.6,510,39.8,28.4,0
kipdijfilet gemarineerd,g,,17.2,211,15.7,0.4,0
all day protein,g,,79.6,378,3.9,6.2,0
schnitzel als kip,g,,14,203,8.7,15,0
biologische kaas 30+ minder vet jong belegen,g,,30,291,19,0,0
fantasia wafels,g,,6.1,460.6,24.2,54.5,0
the brown one,g,,16.3,100,2.9,8.6,0
the american one,g,,10,86.7,0,9.3,0
chai collageenpoeder,ml,,90.5,364,0,0,0
melkchocolade dubbel karamel,g,,4.3,500,27,59,0
iberico slicee pork belly,g,,21,500,46,0,0
vezelreep dadels-appel,g,,8.3,429,15.9,56.7,0
geraspte goudse kaas 48+,g,,26,392,31,2.4,0
sockeye zalm,g,,23.3,113,2.2,0,0
indiase stijl minikrieltjes,g,,2,81,0.1,16.8,0
kipfilet a la minute,g,,23.5,135,4.3,0.4,0
geroosterde paprika,g,,1,39,0.4,6.9,0
snoep/drop mix,g,,4.6,334,0.3,77.4,0
aardbeibavaroi vlaai half,g,,2.4,276,15.5,31.6,0
klantenon t visa co stan handel autor goedge aid a,g,,5.9,292,2.3,59,0
fresh lemon drink,g,,0.1,0.5,0,0,0
kaas stengels,g,,13,571,38,43,0
sendvič s tuniakom,g,,11,248,15,19,0
kip truffel smaak,g,,11.4,192.3,8.6,15.6,0
balsamico & aardbij pure chocolade,g,,5.4,511,31,48,0
protiplan brood meerzaden,g,,21,262,12.5,11.3,0
caramel bar sunflower kernels,g,,14,542,35,41,0
caramel bar peanuts,g,,21,536,29,46,0
scharrelkip breadsticks,g,,17.4,165,10.6,0,0
23-12-25 406 56 03:29 chef select serveertip kip p,g,,5.9,404,39.7,5.2,0
bloemkool-broccolistampot gehaktballetjes,g,,3.9,101,4.9,9.4,0
zeeuwse rondjes,g,,6.6,563,33.7,57.8,0
sade sosis,g,,11,208,16,4,0
spicy sensation mix,g,,19.7,577,43.6,23.9,0
kalkoenham beleg,g,,13,94,1.3,8.6,0
indonesisch stoofpotje,g,,15.6,106,2.3,4.7,0
biefstuktartaattjes,g,,22.3,103,1.3,0.5,0
wortelen pot,g,,0.9,22,0.5,2.6,0
ijbergsla,g,,1,14,0.1,1.4,0
upfront pre pro - aardbei munt smaak,g,,1.2,41.7,0,8.3,0
espresso & karamel,g,,5.5,528,33,48,0
duits biefstuk,g,,20.9,119,3.4,1.4,0
broodje kip,g,,14.6,202,3.1,28.3,0
krokante kip airfryer,g,,5,113,5,11,0
boerenlapje,g,,11.0,312,4.3,53.6,0
zalm zonder huid biologisch,g,,20,224,16,0,0
steenoven pizza pollo spinaci,g,,10,234,8.3,29,0
kipfwthaasjes,g,,13.8,205,6.2,23.1,0
wok smaakmaker knoflook,g,,4.3,364,28,23,0
tempeh reepjes,g,,18.2,325,18.2,20,0
choceur alpen room re e fairtrade,g,,7.9,563,35,52,0
salted caramel fudge,g,,4.1,378,12,62,0
pepperoni,g,,19,369,31,3,0
pea soup with pork,g,,5.1,92,3.7,8.2,0
roasted & salted peanuts,g,,23,552,44,13,0
schnitzel xxl,g,,16,240,12,17,0
visfriet,g,,11,228,11,21,0
biscotto amandel koekjes,g,,6.3,491,22,67,0
paling,g,,18,269,22,0,0
feel good mix,g,,0.1,350,0.2,85,0
voorgekookte stamppot aardappelen,g,,2.2,78,0,16.2,0
perzisch flatbread,g,,9.5,302,7.6,48,0
knapperige toas t groene olijf basilicum,g,,10.9,460,17.5,63.1,0
zemnieku liela baltmaize white bread,g,,8.8,280.8,3.1,52.7,0
blast! (pre workout),g,,30,248.7,0,32,0
glutenvrije oliebol,g,,1.7,293,14,40,0
spaghetti met ei,g,,14,357,3.5,66,0
chocolademelk 0%,ml,,3.7,53,1.7,5.3,0
delicious protein cookie (dutch speculoos),g,,24.3,409.2,22.3,28.8,0
biscuits yoghurt bosvruchten,g,,6.0,398.4,10.2,68.1,0
mango gummy,g,,5.8,317,0.6,72,0
gewoon kersen op taart,g,,0.5,100,0.3,23.5,0
superieur gegrild spek,g,,19,285,21,4.6,0
droëwors,g,,41.8,487,33.9,3.7,0
noord-hollandse kaas 35+ jong belegen,g,,28.1,308,21.2,0,0
jumbo roomboter bolletjes,g,,10,263,3.5,46.9,0
perles de tapioca,g,,0.5,89,3.8,13.4,0
energy drink (zero sugar),g,,0,5,0,0.8,0
chikn finger tikka,g,,16,175,7.7,10,0
salad mix mild and soft,g,,2.7,21,0.3,0.5,0
pasta casarecce,g,,12,343,0.4,71,0
turkse rijst,g,,6.8,348,0.1,78,0
sweet chilli,g,,0.5,145,0,34,0
ace vitamine drink,g,,0.2,21,0,5,0
chili saus,g,,2,73.3,1.3,14.7,0
bacon slices,g,,8.1,492,24,59,0
black agnus bitterballen,g,,7.5,243,14,22,0
belegen kaas minder vet,g,,29,305,21,0,0
mini-bossche bollen,g,,4.8,426.2,33.3,26.2,0
rundvlees biefstuk,g,,22.9,118,2.9,0,0
roerbak groenten hollandse stijl,g,,1.2,26,0.2,3.6,0
dippers,g,,6.0,511.0,26.9,64.8,0
witte bollen 6 stuk - brood geluk,g,,9.9,252.2,1.3,48.5,0
tom kha kai soep,g,,2.1,70,4.3,5,0
chocolate clusties,g,,6.2,467,19,66,0
luxe carrotcake met noten,g,,3.9,341,18,40,0
wit praline paasei,g,,4.6,568,35.6,56.4,0
linzen in tandoorisaus,g,,4.5,108,4,11.5,0
chocs,g,,5.1,369,24,33.8,0
touch of tea,ml,,0,1,0,0,0
"feeste plus gevulde eitjes assorti melk, puur & wi",g,,4.1,564,35.6,55.1,0
roerbak groente mexicaans,g,,2.5,48,0.5,6.4,0
gesneden ui,g,,1.3,38,0.2,6.3,0
jumbo bockworst,g,,12.5,252,22,1,0
ambachtelijk fries roggebrood,g,,5.3,170,0.9,30,0
mars hi protein salade caramel,g,,33,355,8.3,39,0
frozen filled waffles creme,g,,5.7,272,9.7,40,0
mango sap,g,,0.4,55,0.1,13,0
gepelde tomaten bio,g,,1.2,20,0.1,3,0
kiplebab,g,,17.2,129,5.6,1.7,0
boerenboomstam,g,,12.4,310,23.8,11,0
klop klop,g,,4.4,535,29.3,63.4,0
runs stoofvlees,g,,22.1,106,2,0,0
geroosterde havervlokken,g,,13,374,7.3,61,0
yoghurt biscuit,g,,5.9,338,10.3,67.6,0
burger krokant (kip),g,,10.5,238,13.1,18.2,0
vanilla pudding powder,g,,5.8,387,11,63,0
stamppot aardappelen met schil,g,,2,88,0,19,0
stewed sauerkraut,g,,3.5,26.8,6.2,8.2,0
pistache date breakfast oats,g,,6.5,128.3,4.2,16.6,0
nuggets vegetariani,g,,18,242,14,11,0
eiwit macha,g,,73.3,423.3,7.7,9,0
